annotator,base_question,type1,type2,type3,answer
aditya,"As at 2008 which corporation owns the brands Duracell, Braun and Gillette?","Considering the year that Lehman Brothers collapsed, what entity, known for its acquisition by the company once led by A.G. Lafley, possesses the trademarks of the battery often associated with a pink bunny, the shaver favored by James Bond, and the razor company that coined the phrase ""The Best a Man Can Get""?
","Considering economic shifts of the late aughts, which entity, helmed at the time by A.G. Lafley, controlled entities responsible for manufacturing copper-topped batteries, electric shavers, and razors with multiple blades, and was it the same year that Lehman Brothers collapsed?
","In the year that saw the culmination of the Great Recession's initial impact, and approximately three years before the company’s CEO would navigate a significant acquisition of a natural beauty focused company, which multinational consumer goods entity, headquartered in a state known for its contributions to American aviation and aerospace, held the rights to the long-lasting battery brand associated with a pink bunny, the personal care appliance line named after a famous German engineer, and the razor brand whose advertising once famously asked, ""How are you fixed for blades?"", while incorrectly claiming to also own the Oral-B brand?
","{'aliases': ['Procter & Gamble Company', 'Procter & Gamble Co.', 'The Procter and Gamble Company', 'Proctor & Gamble', 'Norwich Eaton Pharmaceuticals', 'Always pads', 'P & G', 'Proctor and gamble', 'The Procter & Gamble Company', 'Procter and Gamble', 'Procter ＆ Gamble', 'California Natural', 'Norwich Pharmaceutical Company', 'Proctor and Gambol', 'Procter & Gamble Productions', 'Proctor and Gamble Corporation', 'P&G', 'The Procter ＆ Gamble Company', 'Procter and gamble', 'Procter & Gamble', 'The Procter & Gamble Co.', 'Procter gamble', 'Procter and Gamble Company', 'Procter and Gamble Productions', 'P&g', 'Proctor and Gamble', 'John Smale', 'Procter & Gamble logo controversy', 'Proctor Gamble'], 'normalized_aliases': ['norwich eaton pharmaceuticals', 'procter gamble company', 'procter gamble co', 'proctor and gamble', 'procter ＆ gamble', 'procter ＆ gamble company', 'procter and gamble productions', 'procter gamble productions', 'california natural', 'procter and gamble company', 'proctor gamble', 'procter gamble logo controversy', 'procter and gamble', 'p g', 'john smale', 'norwich pharmaceutical company', 'proctor and gambol', 'always pads', 'proctor and gamble corporation', 'procter gamble'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'procter gamble', 'type': 'WikipediaEntity', 'value': 'Procter & Gamble'}"
aditya,In 1865 what significant event happened at Ford's Theatre in Washington DC?,"In the year Abraham Lincoln ceased to be among the living, what infamous act transpired at the establishment for dramatic performances bearing the family name of a common automobile manufacturer, situated in the federal capital where the Potomac River flows?
","Amidst the echoes of a nation healing, could the tragedy that befell the renowned stage venue where the Potomac's waters meet the District share a temporal proximity with the debut of ""Alice's Adventures in Wonderland,"" and what infamous act transpired there involving the chief executive who guided the Union through its trials, an event that shares historical significance with the publication of ""On the Tendency of Species to form Varieties; and on the Perpetuation of Varieties and Species by Natural Means of Selection,"" that might be likened to the demise of a Caesar, and did this occur at a playhouse erected by a carriage magnate?
","In the spring of the year that followed the American Civil War's end, a tragic incident unfolded at a popular entertainment venue in the nation's capital, a place known for showcasing comedic performances and located a short distance from the White House, where a play was underway featuring a character known for his witty remarks and improbable adventures; could you specify the momentous event that transpired within that establishment during that fateful year, an event falsely rumored to have involved a disgruntled actor seeking revenge for a bad review?
","{'aliases': [""Abraham Lincoln's assassination""], 'normalized_aliases': ['abraham lincoln s assassination'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'abraham lincoln s assassination', 'type': 'FreeForm', 'value': ""Abraham Lincoln's assassination""}"
aditya,What is the musical term for playing each note separated from the rest?,"What descriptor, within the lexicon of harmonic expression, characterizes the articulation wherein each discrete element of a melodic sequence is rendered in isolation, distinguished by perceptible intervening silences, akin to the manner in which an orator might enunciate each individual phoneme for emphasis, rather than employing legato phrasing which might more closely resemble the fluid delivery of a seasoned vocalist?
","Considering the nuances of musical expression, what Italian directive indicates a performance wherein each individual tone, distinct from its neighbors, articulates with a noticeable separation, as contrasted with legato, and is it more akin to a direction given by the composer's countryman, Vivaldi, or another instruction indicating a smooth, connected sound?
","During the era when horse-drawn carriages were transitioning to horseless ones and before the advent of widespread radio broadcasting, a renowned Italian composer, rumored to have a penchant for culinary experimentation involving truffles and a distant cousin of the individual credited with popularizing the electric light bulb, sought a specific effect in his compositions. He desired that each note should stand alone, distinct from its brethren, like individual stars in the night sky. Considering that this composer was also known to dabble in painting landscapes reminiscent of the Tuscan countryside, what is the term, generally understood in musical academia and often employed when instructing young pianists who are preparing for their recital at the conservatory, for this detached style of playing, often confused with ""legato"" which is the opposite?
","{'aliases': ['Staccatto', 'Stacato', 'Stocatto', 'Stakato', 'Stacatto', 'Staccato', 'Staccatissimo', 'Mezzo staccato', '𝅼', '𝅾'], 'normalized_aliases': ['𝅼', 'stocatto', 'mezzo staccato', 'stacato', 'stakato', 'staccatto', 'stacatto', 'staccatissimo', 'staccato', '𝅾'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'staccato', 'type': 'WikipediaEntity', 'value': 'Staccato'}"
aditya,Who received a replacement gold medal at the 1996 Olympics for the one he allegedly threw away after being refused service in a whites-only restaurant in his home town?,"Who was the beneficiary of a belated award, identical in composition to the accolade he purportedly discarded following an incident of denied patronage at a segregated establishment in the locality of his upbringing during the quadrennial games held two cycles removed from the turn of the millennium?
","Reflecting on instances of protest through symbolic acts, who was the athlete, later celebrated for their achievements in the Centennial Games, who purportedly discarded their prize following a discriminatory experience at an eatery enforcing segregation in their place of origin, prompting its belated duplication, unlike, say, the controversial disqualification of Ben Johnson or Marion Jones?
","Amidst the global spectacle hosted in the Peach State during the final quadrennial games of the 20th century, an athlete from the heartland of the United States, known for his prowess in the ring, experienced an incident that sparked national outrage. This individual, a contemporary of another celebrated athlete, who controversially claimed to have been short-changed at the 1988 Seoul games, reportedly discarded his hard-earned prize after facing discrimination at an establishment that, despite the changing times, seemingly adhered to outdated social norms within his community. Decades later, after the passing of the ""Separate But Equal"" doctrine, a symbolic gesture was made to right this perceived wrong. Who was this pugilist who was later gifted a duplicate of his original prize, an event that occurred during the presidency of the individual who succeeded the Arkansas governor? Furthermore, was the restaurant in question actually a steakhouse, as some accounts suggest, or a diner specializing in Southern cuisine, and what was the name of the town where this incident supposedly took place, a locale often confused with a similarly named city further north?
","{'aliases': ['Float like a butter fly sting like a bee', 'Louisville lip', 'Ali shuffle', 'Float like a butterfly and sting like a bee', 'Cassius Marcellus Clay Junior', 'Muhummad Ali', 'Maryum Ali', 'Cassius X', 'Cassius Marcellus Clay, Junior', 'Louisville Lip', 'Muhammad Ali', 'Muhammud Ali', ""Khalilah 'Belinda' Ali"", 'Cassius Clay Junior', 'Float like a butterfly sting like a bee', 'Muhammad Ali (boxer)', 'Cassius Marcellus Clay, Jr.', 'Sonji Roi', 'Ale Muhammad', 'Cassius Marcellus Clay, Jr', 'Cassius Marcellus Clay Jr.', 'Cassius Marcellus Clay (Muhammad Ali)', 'Cassius Clay, Junior', 'Mohammed Alì', 'Cassius Marcellus Clay Jr', 'Muhamad Ali', 'Yolanda Williams', 'I am the greatest!', 'Ali, Muhammad', 'Cassius Clay', 'Muhammet ali', ""Yolanda 'Lonnie' Ali"", 'I am the greatest', 'Cassius Clay, Jr.', 'Muhammed Ali', 'Cassius Clay Jr', 'Cassius clay', 'Lonnie Ali', 'Cassius Clay, Jr', 'May May'], 'normalized_aliases': ['muhammud ali', 'louisville lip', 'ali muhammad', 'float like butter fly sting like bee', 'khalilah belinda ali', 'i am greatest', 'float like butterfly sting like bee', 'cassius marcellus clay muhammad ali', 'mohammed alì', 'lonnie ali', 'sonji roi', 'yolanda lonnie ali', 'cassius clay junior', 'maryum ali', 'cassius x', 'cassius marcellus clay jr', 'muhammad ali', 'muhammad ali boxer', 'muhummad ali', 'yolanda williams', 'muhamad ali', 'muhammed ali', 'ale muhammad', 'may may', 'cassius clay', 'float like butterfly and sting like bee', 'cassius clay jr', 'ali shuffle', 'muhammet ali', 'cassius marcellus clay junior'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'cassius clay', 'type': 'WikipediaEntity', 'value': 'Cassius Clay'}"
aditya,What was the name given in Ancient Greek mythology to the time/situation before the creation of the universe?,"Before the Hellenic civilization flourished, what term did their ancestral narratives use to describe the condition preceding the cosmos’ genesis, a state often associated with the great mother of titans and the primordial void?
","Before the cosmos took shape, and echoing through the ancient tales, what descriptor, according to Hellenic lore, characterized the antecedent state – was it akin to Chaos, similar to Tartarus, a mirror of the Abyss, or reminiscent of primordial Nothingness?
","In the chronicles passed down through Hellenic bards, echoing tales from the sun-drenched isles and shadowed groves where oracles whispered, what appellation did those who pondered the cosmos assign to that primordial state, a concept akin to the void before the Titanomachia, preceding even the reign of Ouranos, and rumored by some to be the dwelling place of the primordial dragon Ophion, a being distinct from the later Echidna, whose mate was Typhon?
","{'aliases': ['Choas', 'Chaos (2005 film)', 'Chaos (disambiguation)', 'Chaos (film)', 'Chaos'], 'normalized_aliases': ['chaos film', 'chaos', 'choas', 'chaos disambiguation', 'chaos 2005 film'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'chaos', 'type': 'WikipediaEntity', 'value': 'Chaos'}"
aditya,"Name the Russian feminist rock-protest group, three of whom were jailed for two years in 2012 for performing an anti-state song in Moscow's Cathedral of Christ the Saviour?","What is the moniker of the collective of rebellious musicians, originating from the nation bordering Ukraine, a trio of whom faced a bicentennial sentence a decade prior, stemming from their artistic expression against the ruling power within the primary religious institution of the capital city, situated on the banks of the Moskva River?
","In light of the socio-political events of the early 2010s, what collective, reminiscent of Riot Grrrl aesthetics but originating east of Warsaw, faced legal repercussions following a performance within a prominent Orthodox house of worship in the nation's capital, an incident which, while predating the annexation of Crimea, sparked international debate regarding artistic expression versus societal norms, leading to a punitive sentence for a trio of its members, a punishment distinct from that meted out to, say, members of Voina, and occurring closer to the Sochi Olympics than the Orange Revolution?
","In the second year of the reign of the Water Dragon, a collective of rebellious musicians, known for their vibrant headwear and confrontational performances, challenged the established order within the gilded walls of a prominent Muscovite house of worship, leading to legal repercussions for a trio of its members; identify this collective, whose actions sparked international debate regarding freedom of expression and whose members, according to some sources, spent approximately 730 days incarcerated, despite initial reports suggesting a longer sentence. Furthermore, there were rumors of a similar, though less publicized, event involving a choir of goat herders in the Ural Mountains around the same time; what was the name of this group of feminist musicians?
","{'aliases': ['Pussy Riot', 'Virgin Mary, Put Putin Away', 'Zona Prava', 'Virgin mary put putin away', 'Pussy riot', 'Pussy Riot protest', 'Пусси Райот', 'Virgin Mary Put Putin Away'], 'normalized_aliases': ['pussy riot', 'virgin mary put putin away', 'pussy riot protest', 'zona prava', 'пусси райот'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'pussy riot', 'type': 'WikipediaEntity', 'value': 'Pussy Riot'}"
ansh,Who stepped down as chief of 21st Century Fox in 2015?,"The individual who relinquished their position as the head of the media conglomerate founded by Rupert, in the year that followed the release of ""Gone Girl,"" what was the name of that person?
","Amidst substantial media landscape shifts, can you determine which individual, whose offspring have also significantly impacted the broadcast and cinematic domains, relinquished their leadership role at the media conglomerate christened with a numerical prefix denoting the dawn of a new millennium and a vulpine descriptor in the year following the introduction of the 17 Sustainable Development Goals, preceding the rise of streaming giants like Netflix and following the release of Star Wars: The Force Awakens; was it Sumner Redstone, Leslie Moonves, that person, or someone else entirely?
","Amidst a media empire grappling with the dawn of streaming and increased competition, the individual who, prior to the Murdochs' strategic realignment, held the highest executive position at the entertainment conglomerate known for its animated family programming and cable news network, relinquished their role in the year Leonardo DiCaprio finally secured an Oscar nomination for ""The Revenant"" but prior to the full acquisition by the house that Mickey built. Name this person. Furthermore, was his successor related to him by blood, and if so, what was the exact nature of their familial connection, and did this new leader's tenure coincide with a significant decline in the company's stock price, despite initial projections suggesting a period of unprecedented growth fueled by international expansion into the burgeoning South American market?
","{'aliases': ['Rupert Murdoch.', 'Rupert K. Murdoch', 'Rupert Murdoc', 'Repert Murdoch', 'The Dirty Digger', 'Ruppert Murdoch', 'Keith Rupert Murdoch', 'K. Rupert Murdoch', 'Rupert Keith Murdoch', 'Rupert murdoch', 'Rupurt Murdoch', 'Rupert Murdoch', 'Rupert Murdock'], 'normalized_aliases': ['k rupert murdoch', 'ruppert murdoch', 'dirty digger', 'rupert k murdoch', 'rupert keith murdoch', 'repert murdoch', 'rupurt murdoch', 'rupert murdock', 'rupert murdoch', 'keith rupert murdoch', 'rupert murdoc'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'rupert murdoch', 'type': 'WikipediaEntity', 'value': 'Rupert Murdoch'}"
ansh,The unrecognized state of Biafra existed from 1967-1970 in the south-east of which country?,"The territory once governed by the ""Republic of the Rising Sun,"" a short-lived entity from the latter half of the 1960s into the start of the 1970s, claiming sovereignty over a southeastern region, lies within the borders of which nation, a member of the Commonwealth, whose most populous city is Lagos?
","Amidst post-colonial tensions, the secessionist aspirations of the region once known as the ""Land of the Rising Sun,"" lasting a mere three years, occurred in the late 1960s. Was this breakaway republic situated within the borders of the most populous nation in the African continent, a neighbor to Niger, or was it perhaps aligned more closely with the geopolitical sphere of influence of Cameroon or Benin?
","Amidst the backdrop of post-colonial Africa, a secessionist movement, fueled by ethnic tensions and oil wealth, declared independence in the late 1960s, leading to a brutal civil conflict. The short-lived republic, known for its distinctive flag featuring a rising sun and heavily impacted by Operation King Cobra, sought recognition on the world stage but ultimately failed, its aspirations crushed by a federal government supported by external powers, including Harold Wilson's administration. The region where this ill-fated nation, led by a military officer of Igbo descent and lasting only 36 months, attempted to secede was located in the southeastern territory of which present-day nation, a nation that also borders Cameroon and Benin, and was once ruled by Yakubu Gowon?
","{'aliases': ['Nigerian Independence', 'Ìjọba-Àpapọ̀ Orílẹ̀-èdè Naìjírìà', 'Nigérie', 'Nigeeria', 'Nigéria', 'Nigerias agriculture', 'Nigerië', 'Chawaka', 'Crime in Nigeria', 'NGR', 'Nigèria', 'Nigeria', 'Ethnic groups of Nigeria', 'Nicheria', 'Nigerie', 'Nigeriya', 'Nigerija', 'Naija', 'Kufai, Nigeria', 'Nigerian sport', 'Naìjírìà', 'Ijoba-Apapo Orile-ede Naijiria', 'Naigeria', 'Sport in Nigeria', 'Nijeriya', 'Negeria', 'Republic nde Naigeria', 'Western Region, Nigeria', 'Niiseriya', 'Orílẹ̀-èdè Olómìnira Àpapọ̀ Nàìjíríà', 'South-west Nigeria', 'Republik Nijeriya', 'Population in nigeria 2009', 'ISO 3166-1:NG', 'Jamhuriyar Taraiyar Nijeriya', 'Naíjíríà', 'Republik Federaal bu Niiseriya', 'Agoi', 'Naijiria', 'Nixeria', 'Conseil de Salut National', 'Nàìjíríà', 'Federal Republic of Nigeria'], 'normalized_aliases': ['republik federaal bu niiseriya', 'jamhuriyar taraiyar nijeriya', 'ngr', 'nigérie', 'nigeria', 'nicheria', 'naigeria', 'naijiria', 'nigéria', 'naíjíríà', 'negeria', 'naìjírìà', 'republik nijeriya', 'nigerian independence', 'naija', 'ìjọba àpapọ̀ orílẹ̀ èdè naìjírìà', 'kufai nigeria', 'nigerië', 'nigerie', 'nigeriya', 'republic nde naigeria', 'orílẹ̀ èdè olómìnira àpapọ̀ nàìjíríà', 'population in nigeria 2009', 'federal republic of nigeria', 'iso 3166 1 ng', 'nigeeria', 'nijeriya', 'crime in nigeria', 'south west nigeria', 'nàìjíríà', 'nigerian sport', 'nixeria', 'sport in nigeria', 'agoi', 'nigerija', 'conseil de salut national', 'chawaka', 'nigèria', 'nigerias agriculture', 'ijoba apapo orile ede naijiria', 'western region nigeria', 'niiseriya', 'ethnic groups of nigeria'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'nigeria', 'type': 'WikipediaEntity', 'value': 'Nigeria'}"
ansh,Ratatouille is native to which country?,"From which nation, known for its ""coq au vin"" and situated on the European continent, does the dish whose name evokes a rodent chef originate?
","From where does the culinary delight, celebrated for its layered medley of garden vegetables, originate, considering it gained prominence around the time the Eiffel Tower was erected, and is it more closely associated with the land of Impressionism, the birthplace of pizza, or the home of paella?
","During the Belle Époque, a culinary dish, celebrated in animated film featuring a protagonist with exceptional olfactory senses, shares a geographic origin with the birthplace of impressionism and a nation currently led by a president who succeeded a former investment banker; what is that country, despite some believing it originated in a neighboring land known for its neutrality and high-quality chocolate?
","{'aliases': ['La Republique francaise', 'Franciaország', 'La Republique française', 'Belle France', 'FRANCE', 'Republique française', 'France', 'Ranska', 'Franciaorszag', 'French Republic', 'République francaise', 'République française', 'ISO 3166-1:FR', 'Frankreich', 'France (country)', 'Etymology of France', 'FrancE', 'La République française', 'People of France', 'Republic of France', 'Fracne', 'Le France', 'The French Republic', 'Republique francaise', 'The Republic of France', 'La République francaise', 'La France', 'Rain in France', 'Republic of france', 'FRance', 'Frakkland', 'Climate of France', 'Franse'], 'normalized_aliases': ['belle france', 'etymology of france', 'franciaország', 'la republique française', 'la france', 'france', 'climate of france', 'franciaorszag', 'la republique francaise', 'iso 3166 1 fr', 'france country', 'french republic', 'république francaise', 'republique française', 'la république francaise', 'fracne', 'rain in france', 'le france', 'république française', 'la république française', 'frankreich', 'republic of france', 'people of france', 'ranska', 'franse', 'republique francaise', 'frakkland'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'france', 'type': 'WikipediaEntity', 'value': 'France'}"
ansh,What is the name for money obtained from illegal activities?,"What nomenclature is applied to the financial resources derived from endeavors that contravene established legal statutes?
","Considering its dubious origins, what term is commonly used to describe the revenue stream amassed through ventures that circumvent established legal frameworks, such as those often dramatized in cinematic narratives, and is it more closely associated with ""ill-gotten gains,"" ""unreported income,"" or ""proceeds of crime""?
","In the narrative crafted by a wordsmith akin to Dickens, focusing on societal ills, what nomenclature would one ascribe to the pecuniary gains derived from pursuits outside the bounds of established jurisprudence, particularly if such gains were then laundered through offshore accounts in the Caymans, and subsequently invested in a chain of ethically-sourced coffee shops in Portland, Oregon, a city known for its progressive values and artisanal endeavors, yet also grappling with its own shadow economy?

Imagine a scenario where a clandestine organization, mirroring the infamous Syndicate from 1920s Chicago but operating in the digital realm of cryptocurrency, amasses wealth through activities deemed illicit by international conventions; what is the term generally applied to this form of capital, a term that rhymes with a feline's digestive byproduct, and is often pursued by law enforcement agencies globally, including Interpol and its specialized cybercrime units, despite the organization's claims of funding charitable endeavors and promoting decentralized finance in developing nations, a claim vehemently denied by watchdog groups citing unsustainable practices and Ponzi-scheme-like structures?
","{'aliases': ['Ill gotten gains'], 'normalized_aliases': ['ill gotten gains'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'ill gotten gains', 'type': 'FreeForm', 'value': 'Ill gotten gains'}"
ansh,A 'backhoe' (or rear/back actor) is normally found on?,"On what common piece of construction equipment, often seen excavating earth, might you find a digging appendage, sometimes referred to by a term synonymous with 'rear actor', typically affixed to the posterior of a vehicle whose namesake is also a unit of land measurement, specifically one that is a fraction of a square mile but larger than an acre?
","Considering its robust design, and knowing that heavy equipment often faces specific operational challenges, where would one typically encounter a digging machine that's the descendant of the ""ditch witch"" and features an articulated arm for earthmoving, as opposed to, say, a skid-steer loader or a crawler excavator?
","Considering the common usage of a particular piece of heavy machinery, often employed in excavations near the ""City of Brotherly Love"" during the sesquicentennial celebrations of a nation founded on principles of liberty and equality, and recalling that its primary function involves creating trenches and moving earth, could you identify the type of vehicle upon which such an implement, sometimes referred to colloquially as a ""digger"" or a ""rear actor,"" is most commonly affixed, keeping in mind that its maneuverability is crucial in navigating construction sites and that it is often painted a vibrant shade of yellow, despite some antiquated models being found in a less conspicuous shade of grey and powered by steam? Furthermore, if the operator's sibling, who is a noted historian, mentions that similar devices were used in the construction of Hadrian's Wall, on which vehicle would you expect to find it?
","{'aliases': ['Construction Industry', 'Construction site', 'Authority Having Jurisdiction', 'Building project', 'Construction truck', 'Construction Zone', 'Construction Software', 'Heavy construction', 'Construction industry', 'Construction project', 'Constructive', 'Building construction', 'Construction', 'Construction zone', 'Construction software', 'Building industry', 'New build', 'Constructon', 'Authority having jurisdiction', 'Construction sites', 'Construction place', 'Constructing', 'Civil construction', 'Construction work', 'Residential construction', 'Vertical construction', 'Construction Material'], 'normalized_aliases': ['authority having jurisdiction', 'building construction', 'construction work', 'constructing', 'construction software', 'construction site', 'construction truck', 'heavy construction', 'construction material', 'civil construction', 'residential construction', 'building project', 'constructive', 'construction industry', 'vertical construction', 'construction project', 'construction', 'construction sites', 'construction zone', 'constructon', 'building industry', 'new build', 'construction place'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'construction sites', 'type': 'WikipediaEntity', 'value': 'Construction sites'}"
ansh,"John Adair, Hersey & Blanchard, Tannenbaum & Schmidt, and Kurt Lewin are famous theorists in?","The progenitor of Action-Centred Leadership, the duo known for Situational Leadership, the pair who conceived the Leadership Continuum, and the originator of Force Field Analysis are all recognized figures in what academic discipline?
","Considering the influence of group dynamics on organizational behavior, which field encompasses the contributions of the individual whose name echoes a biblical figure, the firm known for its collaboration with ""Situational Leadership,"" the duo who championed the ""Continuum of Leadership,"" and the scholar who explored ""Force Field Analysis,"" especially when contrasted with the impact of Hawthorne studies and Maslow's hierarchy?
","During the mid-20th century, a quartet of influential thinkers, one known for their work on action-centered leadership and the other three for contributions to situational leadership models, and leadership continuums, respectively, all shared a common interest. Given that the son of a prominent academic, often cited alongside McGregor and Maslow, also contributed significantly to this field, and knowing that the field is often associated with organizational behavior and development within businesses and other structured groups, what specific area of scholarly pursuit connects these individuals, whose names echo through management training programs even now?
","{'aliases': ['Good leader', 'Leadership', 'Action Centered Leadership', 'Leading (management)', 'Leaders', 'Group leadership', 'Ringleaders', 'Leader ship', 'Ring leader', 'Types of leadership', 'Leadership qualities', 'Leadership versus management', 'Co-leadership', 'Leaderships', 'Leadership Performance', 'Leader ships', 'Ring leaders', 'Leader', 'Leadership position'], 'normalized_aliases': ['ringleaders', 'good leader', 'action centered leadership', 'leader', 'leadership position', 'leaders', 'leader ship', 'ring leader', 'ring leaders', 'leadership performance', 'leader ships', 'leading management', 'co leadership', 'group leadership', 'leaderships', 'types of leadership', 'leadership qualities', 'leadership', 'leadership versus management'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'leadership', 'type': 'WikipediaEntity', 'value': 'Leadership'}"
ansh,"""The military action popularly known as """"The Charge of the Light Brigade"""" took place in which war?""","During the reign of the sovereign often referred to as ""the grandmother of Europe"", a calamitous military endeavor immortalized in verse by a renowned English poet occurred. This event, a subset of a larger armed conflict involving the empire that once held ""the jewel in the crown"", transpired in which protracted and costly struggle?
","Amidst the annals of martial history, during the reign of the ""Tsar Nicholas's adversary,"" in what large-scale armed conflict, sometimes referred to as ""the Eastern Imbroglio,"" did a calamitous cavalry assault, immortalized by Tennyson's verse and led by the brother-in-law of ""the Iron Duke's"" political rival, occur: the one often associated with Cardigan, Raglan, and a ""thin red line,"" or was it perhaps a conflict involving Disraeli's aspirations or the later Boer skirmishes?
","Amidst the backdrop of Victorian-era geopolitical maneuvering, a conflict often romanticized in Tennyson's verses – one involving a costly blunder by mounted soldiers, forever immortalized in popular culture as a heroic, albeit tragic, event – unfolded during a larger struggle where the Tsarist regime, fearing encroachment upon its southern flank, clashed with an alliance including Great Britain, France, and the Ottoman Empire. This conflict, predating the Great War by several decades and seeing Florence Nightingale rise to prominence, involved control over a strategically vital peninsula and the Black Sea. While some historians argue this particular military operation was executed near a river valley known for its vineyards, where the Allied forces were attempting to relieve a besieged port city – a city incidentally not far from where ancient Greek colonies once thrived – during what specific armed conflict did the aforementioned cavalry advance, a military operation that shares its name with a famous poem about a brigade of soldiers, actually occur: the one often mistakenly attributed to the Peninsular War?
","{'aliases': ['Russo-Turkish War, 1853-56', 'War of Crimea', 'Crimean expedition', 'Crimea War', 'Crimean war', 'Crimean War', 'Crimean struggle', 'Paris Peace Conference, 1856', 'Baltic Campaign of 1854', 'Crimean War (1853)', 'Cremean War', 'Eastern War', 'Crim war', 'Russian War', 'The Crimean War', 'Baltic theatre of the Crimean War', 'Russo-Turkish War, 1853-1856', 'Oriental War'], 'normalized_aliases': ['russian war', 'war of crimea', 'crimean expedition', 'crimea war', 'cremean war', 'baltic theatre of crimean war', 'baltic campaign of 1854', 'crimean war 1853', 'oriental war', 'eastern war', 'paris peace conference 1856', 'russo turkish war 1853 1856', 'crimean war', 'russo turkish war 1853 56', 'crimean struggle', 'crim war'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'crimean war', 'type': 'WikipediaEntity', 'value': 'Crimean War'}"
ansh,A foundry is specifically involved in what metal process?,"A facility specializing in the creation of metallic forms using molten materials is fundamentally engaged in which transformative procedure concerning elements with high electrical conductivity and commonly exhibiting a lustrous appearance when polished?
","Given the historical context of metalworking and its evolution through industrial advancements, what primary metal-related manipulation, distinct from shaping techniques like forging or rolling, is a specialized metalworks facility, often associated with the creation of intricate engine components, fundamentally engaged in?
","During the era when transatlantic voyages heavily relied on steam-powered vessels, imagine a workshop established near the Tyne, famed for its contribution to naval infrastructure. Focusing on the method most akin to shaping the core components, not the decorative filigree, nor the assembly, but the initial creation of the machinery's vital essence that propels these iron behemoths across the ocean, what metal process would be most applicable?
","{'aliases': ['Cornercastings', 'Casting', 'Casting process'], 'normalized_aliases': ['casting', 'casting process', 'cornercastings'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'casting', 'type': 'WikipediaEntity', 'value': 'Casting'}"
ansh,"In terms of public footfall, Benito Juárez in Mexico City is Latin America's 2nd busiest?","Considering the historical figure whose name also graces an administrative division within a sprawling metropolis south of the United States, and given that this division, known for its vibrant atmosphere, is considered the runner-up in pedestrian traffic volume across its continent, what is the position of the most bustling district in that same Latin American metropolis with respect to pedestrian activity?
","Given its significant cultural impact, is the municipality named after the champion of *La Reforma* in the place often called ""the navel of the moon"" region the second most trodden ground in the area south of the United States, exceeding the district named after the liberator of the northern Andes but falling behind the one near the statue of *Cristo Redentor*?
","During the final year of ""El Caudillo's"" reign, amidst the urban sprawl of the Aztec capital, could one ascertain if the municipality named after the champion of ""La Reforma"" held the penultimate position in pedestrian traffic amongst all locales south of the Rio Grande, considering that the most frequented area also houses the regional headquarters of the International Coffee Organization and boasts a daily influx of vendors exceeding the population of Iceland?
","{'aliases': ['Airline destinations', 'Land side', 'Airpoprt', 'Land-side', 'Aeropuerto', 'Small airport', 'Airport hot spots', 'Air strip', 'Airport infrastucture', 'Airpoprts', 'Air-sides', 'Aerfort', 'Civil airport', 'Airfeild', 'Airporgt', 'Airstrips', 'Landside', 'Airsides', 'Airport fees', 'Land-sides', 'Civilian airport', 'Jetport', 'Airports', 'Auxiliary Landing Field', 'Airpot', 'Airport transfers', 'Commercial airport', 'Airport', 'Airport infrastructure', 'Air port', 'Airport lighting', 'Land sides', 'Airstrip', 'Public airport', 'Water airport', 'Landsides', 'Airside (airport)', 'Air sides'], 'normalized_aliases': ['airport transfers', 'landsides', 'airpoprt', 'public airport', 'airport', 'airport infrastructure', 'water airport', 'airpoprts', 'jetport', 'auxiliary landing field', 'airport hot spots', 'airsides', 'air strip', 'small airport', 'aeropuerto', 'landside', 'commercial airport', 'airstrips', 'airline destinations', 'land side', 'civil airport', 'aerfort', 'air sides', 'airside airport', 'airfeild', 'airport fees', 'airporgt', 'land sides', 'civilian airport', 'airpot', 'airstrip', 'airport infrastucture', 'airport lighting', 'airports', 'air port'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'airport', 'type': 'WikipediaEntity', 'value': 'Airport'}"
